Headline,Body ID,Stance
apple medium event rumor late february apple watch num macbook air likely topic update,844,unrelated
miss jetliner raise fear new num num style attack libyan airport fall islamic militant,1489,unrelated
isi beheads american journalist,1966,agree
customer fire comcast complaint,1814,unrelated
russian yeti bigfoot hoax new footage spark debate,1331,unrelated
picture recent muslim convert michael zehaf bibeau shot dead solider open fire canadian parliament,2214,agree
fake internet week obama peace prize pumpkin spice condom insane winter snow,8,agree
cnn expert brown audio first think someone try punk cnn,958,unrelated
guy pay parent mortgage christmas,648,unrelated
six month abduct nigerian schoolgirl boko haram reportedly want free,115,unrelated
nigeria say struck cease fire boko haram talk right guy,1340,discuss
iraqi medium isi militant contract ebola,658,unrelated
popular banksy instagram account offer powerful message perseverance paris attack,176,unrelated
powerful lego letter parent nums real,2171,agree
look like son pay parent mortgage christmas present,2187,unrelated
report audio reveals pause gunshot michael brown shot,132,unrelated
white house fence jumper overpower secret service officer run much main floor,1916,unrelated
video bird pooping vladimir putin middle speech,1813,disagree
saudi arabia cleric issue fatwa build snowman,1266,discuss
u probe claim isi fighter seize airdropped weapon mean kurd,2252,unrelated
wildest apple watch rumor yet num num apps launch,43,unrelated
evil straight pit hell american journalist james foley reportedly behead isi,1295,unrelated
viral photo show chinese worker use manipulate app store ranking,1711,agree
nyc high school student nickname teen wolf make num million stock market,1439,unrelated
priest die wake claim god woman huh,1605,unrelated
u hostage murder militant yemen say hagel,120,unrelated
one way clean apple watch reportedly survive trip shower,1155,unrelated
break islamic state video beheads american journalist james wright foley kidnap num bnonews,2147,discuss
tiger wood sell swedish villa island include,2502,unrelated
comcast call rumor disconnect tor user wildly inaccurate,1280,unrelated
j j abrams ask disney move star war force awakens release date,1697,unrelated
people twitter think macklemore join isi,1483,discuss
james wright foley kidnap journalist apparently execute isi,481,discuss
two bloke dare eat num year old burger charity,93,unrelated
num bosnian teens get pregnant school trip,2022,unrelated
lynch mob chop man penis catch allegedly try rape teenager,724,unrelated
isi appear behead american photojournalist youtube video,533,unrelated
powerful cartoon charlie hebdo attack banksy,1419,unrelated
dog abandon railway station suitcase set happy end offer pour,382,unrelated
rajasthan man try rape teenager angry mob chop penis,1981,agree
conflict report allege capture canadian woman,387,unrelated
chinese guide avoid bad english name,2028,unrelated
kim jong un rely cobra wine problem trouser snake,1212,unrelated
isil beheads american photojournalist iraq,533,unrelated
ebay develop apple watch software tie io app,209,unrelated
cnn play allege record michael brown shoot,1934,discuss
another american hostage risk islamic state,539,unrelated
report fence jumper make east room white house,1840,discuss
boko haram denies ceasefire claim nigeria government,1541,unrelated
banksy arrest hoax u website claim street artist caught watford,2185,unrelated
apple watch stainless steel variant reportedly price num num num gold variant,2277,discuss
man say comcast get fire file lawsuit,1627,unrelated
report miss libyan jetliner raise fear suicide airliner attack num num,1588,unrelated
meet police denies report banksy arrest,1739,agree
planetary alignment jan num num decrease gravity,1123,agree
spider burrow man skin live day,1634,unrelated
isi blast scorpion bomb civilian area iraq mosul resident live fear,1435,unrelated
isi executioner jihadi john name medium,2184,unrelated
image everyone share banksy banksy awesome,428,unrelated
teen make num million trading stock confirm teen dominance worldwide,1563,disagree
num day darkness december num num fake nasa confirm num day total darkness hoax well,17,agree
gop rep least ten isi fighter catch come across mexican border,2307,unrelated
isil video claim behead kidnap journalist james foley,1786,unrelated
married tv actor wake find testicle steal drugged russian bar attractive blonde work organ trafficker,2443,unrelated
new io num bug delete icloud document,1278,unrelated
predator drone reportedly spot isi stronghold,1234,unrelated
british man pay num save constipate goldfish life,1364,agree
former pga tour player tiger wood suspend drug test failure,2252,unrelated
video purport show behead u journalist militant,1627,unrelated
nyc relaxes response marijuana possession,2372,discuss
son anarchy movie kurt sutter announces charlie hunnam brad pitt film article fake,1103,unrelated
nigeria boko haram blame raid despite truce claim,800,unrelated
axl rise dead course tiresome internet death hoax plague hit gun n rose frontman,1180,unrelated
tropical spider burrow bali tourist skin,1826,unrelated
break udpated isi reportedly use chemical weapon kobane,1642,unrelated
apple work num inch macbook air,1730,discuss
vogue anna wintour piss new num world trade center office infest rat,30,unrelated
electric boogie developer leave secret resignation letter bos end game video,1483,unrelated
soldier shot ottawa war memorial,77,unrelated
isi appear behead american photojournalist youtube video,2127,unrelated
iraq say arrest woman wife isi leader al baghdadi,1471,unrelated
miss mexican student find mass grave,1939,unrelated
tiger wood ped pga tour suspension allegation retract dan olsen,755,unrelated
isi release youtube video show num year old martyr allegedly kill battle,2268,unrelated
james foley executioner say identified british rapper read james foley executioner say identified british rapper,1375,unrelated
soldier shot near canadian parliament building,633,unrelated
seth rogen play apple co founder wozniak steve job biopic,1575,discuss
british rapper suspect isi beheading,592,unrelated
apple watch reportedly offer power reserve help extend battery life,2106,unrelated
miss american journalist reportedly behead islamic state,632,discuss
isi executioner jihadi john name medium,997,discuss
incredible video show u marine survive shot head sniper afghanistan,755,unrelated
man chop penis dump girlfriend,1560,discuss
insurgent kill nigeria despite allege truce boko haram,1506,unrelated
isil militant jihadi john name medium,1909,unrelated
new io num bug delete icloud document,2404,unrelated
rapper identify james foley executioner report,1104,unrelated
isi claim kidnap gill rosenberg first western woman fall group hand,1438,unrelated
amazon reportedly plan ad support video service cheaper netflix,2520,unrelated
hoax banksy arrest london story dupe internet,958,unrelated
isi tell mother rescue mission eat son,346,unrelated
isi militant contract ebola iraqi kurdish medium report,1778,discuss
sergeant arm stop shooter parliament hill,1356,discuss
woman detain lebanon isi leader wife say iraq,691,unrelated
islamic state accuse use chlorine gas iraqi soldier,2411,unrelated
kim jong un hospital two fracture ankle balloon around num stone go numerous meet people walkabout pr stunt,2385,unrelated
viral video homeless man spending num food homeless fake witness say,2141,unrelated
customer fire comcast complaint,2238,discuss
iraqi kurdish medium report isi fighter contract ebola,992,discuss
blunder boyfriend burn college try impress girlfriend elaborate marriage proposal,204,unrelated
video homeless man good deed num elaborate hoax,1940,unrelated
shot hear allege brown shoot record audio,1950,unrelated
doubt raise authenticity charlie hebdo footage,1683,agree
gill rosenberg canadian citizen reportedly capture isi syria,513,unrelated
heart tug viral video generous homeless man hoax,2287,unrelated
isil allegedly kill u journalist video,1786,unrelated
u airstrike target al shabaab leader ahmed abdi godane somalia,60,unrelated
case steal batmobile solve,1177,discuss
jihadi john unmasked islamic state killer name west londoner mohammed emwazi,81,unrelated
small meteorite strike nicaragua capital city managua,2371,unrelated
james foley american journalist james wright foley behead new isi video break news,1857,unrelated
iphone num user tear hair,2276,discuss
rumor apple watch feb true,195,unrelated
news meet teletubbies sun baby num year old jess smith reveals smile face look teletubbyland,837,unrelated
report isi kidnaps canadian israeli former idf soldier go fight kurd,2037,discuss
know kim yo jong may control north korea,271,unrelated
boko haram kidnap girl marry truce never happen,737,unrelated
steve job biopic eye seth rogen play apple co founder steve wozniak,2360,unrelated
banksy arrest real identity reveal hoax last year,30,unrelated
evander kane way source price high,1385,unrelated
predator drone reportedly spot isi hotbed syria airstrikes hit isi target,1234,unrelated
bugatti veyron vandalize penis graffiti viral photo seem,822,unrelated
obama denounces kill journalist james foley pledge justice,2526,unrelated
apple reportedly prepare num inch macbook air thinner lighter exist model,213,unrelated
isi militant claim kill u journalist james foley,2175,unrelated
tiger wood serve secret ped suspension,2432,unrelated
boko haram agree ceasefire release school girl,2078,unrelated
wild misinformation brian williams explain mike seidel liveshot,2511,discuss
found father era time capsule find boston,269,unrelated
rat vogue nyc office watch step anna wintour,1619,discuss
jeh johnson shoot duncan hunter assertion enter u via mexico,1483,unrelated
isi claim behead u journalist,1679,discuss
hard evidence isi claim kidnap canadian israeli woman gill rosenberg,1459,unrelated
u official video show american execution,1016,discuss
jess smith num claim teletubbies giggle baby get pay,1094,unrelated
u lawmaker ten isi fighter apprehend come across southern border video,190,unrelated
graphic photo oliver ilic us razor blade slice manhood girlfriend break,413,unrelated
batman v superman batmobile steal,2431,unrelated
miss jetliner raise fear new num num style attack libyan airport fall islamic militant,1022,unrelated
angry mob hack allege rapist genitals meat cleaver dragging butcher,1296,unrelated
cub baghdadi boy become youngest victim isi use child soldier,1179,discuss
small meteorite strike nicaragua government say,1790,discuss
durex confirm deny rumor pumpkin spice condom,859,unrelated
luke somers british bear photojournalist kill al qaeda fail rescue attempt yemen,1256,unrelated
sugarhill gang rapper big bank hank die age num,40,unrelated
al shabab leader order kenya mall massacre believe kill u drone attack somalia,226,discuss
isi militant appear behead abducted american journalist james wright foley graphic video,1802,unrelated
yang hu worker zhejiang cut penis desperation find love,1761,unrelated
news cesar millan death false,1429,unrelated
ebola infect isi militant mosul,1938,unrelated
apple reportedly prepare num inch macbook air thinner lighter exist model,239,unrelated
planetary alignment jan num num decrease gravity,1625,unrelated
wife son isil leader abu bakr al baghdadi detain lebanon border,2155,discuss
new rumour suggest apple watch launch february,2401,discuss
etats unis mort pendant num minute un pr tre affirme que dieu est une femme,1048,unrelated
amazon first brick mortar store say open manhattan,321,unrelated
kim dine porky president kim jong un open uk restaurant serve dog,582,discuss
audio record allegedly capture moment michael brown shot,1818,discuss
medium fool story claim num num girl school trip come home pregnant,2125,agree
kim yo jong take kim jong un role north korea ill health rumor fabricate,1029,unrelated
meteorite strike nicaraguan capital create num foot deep crater,81,unrelated
watch bird launch airstrike putin shoulder update,1789,unrelated
rapper identify james foley executioner report,592,unrelated
cameron vow hunt monster haines murder,1360,unrelated
wife isi leader abu bakr al baghdadi detain lebanon,254,unrelated
rat problem worsen one world trade center office conde nast,2106,discuss
jess smith num claim teletubbies giggle baby get pay,470,unrelated
audio captured time michael brown shoot company say,1426,discuss
brian williams meteorologist pee live tv,1323,unrelated
glenn beck fear may do num miss jet,2010,discuss
report israeli canadian woman fight islamic state kidnap terror group,387,unrelated
new io num bug delete icloud document,1670,unrelated
hairgate iphone hit new social medium storm,2088,discuss
vice medium ceo shane smith spend num num la vegas dinner report,1817,unrelated
boko haram kidnap girl marry truce never happen,381,unrelated
shock picture show mother try sell son pay twin daughter cancer treatment,565,unrelated
calm everyone banksy arrest num clue hoax,2051,agree
seven high school girl get pregnant five day school trip parent outrage,505,unrelated
isi reportedly behead american photojournalist iraq,1580,discuss
obama murder james foley shock conscience entire world,1949,unrelated
zack snyder batman v superman dawn justice steal batmobile rumor put rest,1790,unrelated
gill rosenberg canadian israeli woman fear kidnap isi say safe,1361,unrelated
tiger wood price private island num num million,1826,unrelated
accountant claim comcast get fired job report customer service issue,2149,unrelated
islamic state release video apparently show behead miss u journalist james foley,1853,unrelated
woman stay kfc week get break,1819,unrelated
jeh johnson shoot duncan hunter assertion enter u via mexico,2093,discuss
axl rise dead course tiresome internet death hoax plague hit gun n rose frontman,2175,unrelated
gcpd solve steal batmobile case,2135,discuss
judd nelson rebuff internet rumor die drug overdose,1549,unrelated
wsj apple cut watch health feature due erratic sensor,607,unrelated
god woman resurrect father narated,1227,disagree
indian civil servant get sacked turning work num year,72,unrelated
nun complain stomach pain give birth sister idea pregnant baby boy hospital italy,1760,unrelated
north korean leader kim jong un miss ankle surgery,2327,unrelated
report apple watch start num stainless steel thousand gold model,2365,discuss
tropical spider burrow man skin live three day,1880,disagree
star war force awakens release summer,1740,unrelated
terrorism fear rise amid report steal jetliner,1083,unrelated
white house fence jumper overpower secret service officer run much main floor,1804,unrelated
north korean dictator kim jong un replace sister,2330,unrelated
update soldier gunman die ottawa rampage identify,1751,unrelated
report nypd stop arrest people minor marijuana offense,1660,unrelated
io num bug reportedly erase icloud drive document setting reset,1413,unrelated
isi get ebola,2463,unrelated
break isi use chemical weapon murder num iraqi soldier chlorine gas attack,466,agree
predator drone reportedly spot isi stronghold,2443,discuss
boko haram denies agree ceasefire,125,unrelated
nasa raise doubt report nicaraguan meteorite,816,unrelated
vogue v rat war rat win,30,unrelated
new isi video show militant seize weapon airdropped u near kobani,2172,agree
urgent leader isil abu bakr al baghdadi kill photo,789,unrelated
opposition group isi militant train fly warplane syria,1293,unrelated
hairgate iphone num customer complain phone rip hair,689,unrelated
boyfriend cut penis throw bin girlfriend dump bad bed,2496,agree
christian bale pass role steve job actor reportedly felt right part,1841,agree
nun give birth idea pregnant,2479,discuss
fighter seize weapon cache meant kurd,2509,discuss
chinese guide avoid bad english name,1574,unrelated
fence jumper make farther white house secret service let,917,unrelated
apple user add hairgate iphone num problem,1923,unrelated
iraqi kurdish medium report isi fighter contract ebola,1438,unrelated
sorry kfc go sell weed colorado restaurant,1256,unrelated
isi fighter get catch come across u mexican border,2458,unrelated
lego instruction num awesome yes real,2171,agree
next apple watch could platinum,2421,discuss
arm u drone spot fly syria possible hunt isi leader,1170,unrelated
islamic state training pilot fly fighter jet,568,unrelated
pure evil islamic state beheads american journalist james wright foley,2526,unrelated
isi threat texas mexico border,2056,unrelated
islamic state leader al baghdadi dead,789,unrelated
christian bale talk play steve job exclusive,1213,unrelated
al shabab leader order kenya mall massacre believe kill u drone attack somalia,1815,unrelated
islamic state training pilot fly fighter jet,1293,unrelated
apple target march apple watch launch retail training begin next month,1195,unrelated
michael zehaf bibeau ottawa shooter suspect identify canadian official,2002,unrelated
israel open dam flood gaza,1950,unrelated
islamic state release video apparently show behead miss u journalist james foley,2386,discuss
isi reportedly behead american photojournalist iraq,1361,unrelated
mum face real life sophie choice try sell son fund daughter care,1786,unrelated
big bank hank sugarhill gang dead num,1374,unrelated
obama denounces jam foley execution today entire world appal,2450,agree
audio record allegedly capture moment michael brown shot,1040,unrelated
comfort eat chinese woman num spends entire week kfc dump boyfriend,527,unrelated
ate ceiling pooped keyboard rat take vogue new world trade center office anna wintour longer want work,1506,unrelated
audio may capture michael brown shoot,2281,unrelated
found father era time capsule find boston,971,agree
dhs gop rep claim isi member catch u border categorically false,1419,unrelated
nigeria boko haram reach ceasefire deal kidnap girl go free official say,800,unrelated
iphone num hairgate thing,1769,discuss
isi leader abu bakr al baghdadi wife son detain lebanon,1267,discuss
apple take reservation try apple watch consider platinum model,1438,unrelated
u confirm death somalia terror group leader,1637,unrelated
take look photo say show body islamic state leader abu bakr al baghdadi right find really ethnic albanian militant kill num,891,discuss
amazon open brick mortar store manhattan,718,discuss
new audio allegedly capture moment michael brown shot,1974,unrelated
audio gunfire michael brown case authenticate app company,1379,agree
watch naked airport worker walk scanner bizarre protest rough guard,1873,unrelated
ypg confirms gill rosenberg capture kobani,2037,agree
setting record straight tor,1034,unrelated
north korea world secret state really plan new restaurant scotland,2418,discuss
probe whether isi fighter get ebola,803,unrelated
homeless man receive num shock everyone spends,344,unrelated
meteorite strike nicaragua puzzle expert,1948,unrelated
kc man ebola,1349,unrelated
nyc high school student nickname teen wolf make num million stock market,1934,unrelated
former pga tour player tiger wood suspend drug test failure,1034,unrelated
kim jong un fat eat cheese broken ankle,2058,unrelated
kim jong un absence sister may rule,1836,discuss
kim jong un surgery fracture ankle,1854,discuss
isi border crisis dhs chief say terrorist enter u mexico,1398,discuss
wfb bill gertz obama administration try play miss libyan airliner,1574,unrelated
robot security guard patrol microsoft silicon valley campus,1577,unrelated
jordan king abdullah personally fly airstrikes isi,1689,unrelated
nun give birth surprise baby complain stomach pain,633,unrelated
u hostage murder militant yemen say hagel,298,unrelated
priest die wake claim god woman huh,2520,unrelated
mexico prosecutor student numst mass graf,1351,unrelated
al shabaab co founder confirm kill u air strike somalia,2268,unrelated
audio record allegedly capture moment michael brown shot,1467,unrelated
michael phelps girlfriend taylor lianne chandler reveals raise boy,330,unrelated
apple new macbook thinner cleaner faster num inch macbook air,1049,unrelated
kim yo jong take kim jong un role north korea ill health rumor fabricate,381,unrelated
nun give birth intend keep baby,10,unrelated
big bank hank u rapper sugarhill gang founder member die num,40,unrelated
isi leader abu bakr al baghdadi wife son detain lebanon,1217,unrelated
isi militant jihadi john identify young west londoner,1346,discuss
islamic state militant claim behead u journalist james wright foley,1251,unrelated
microsoft silicon valley campus guard daleks,1074,unrelated
google grow num num billion california office deal,1909,unrelated
michelle obama face blur saudi state television,1531,unrelated
boko haram ceasefire nigeria ceasefire,2520,unrelated
l jinny abdel majed abdel bary uk rapper suspect james foley kill report,626,unrelated
vice ceo throw numk lavish vega dinner,1605,unrelated
batman set play steve job upcoming biopic,137,unrelated
boko haram kidnap girl marry truce never happen,800,unrelated
james foley remember brave tireless journalist,1016,agree
tourist wake find strange red trail stomach discovers spider burrow appendix scar crawl skin holiday bali,1372,unrelated
source gun n rose frontman axl rise find dead west hollywood home age num,1857,unrelated
homeless man receive num shock everyone spends,942,unrelated
kim jong un surgery fracture ankle,818,unrelated
hairgate trend social medium iphone num user complain ripped hair,1738,discuss
advisory islamist rebel leader kill u strike somali government,2022,unrelated
sadly pumpkin spice condom thing,959,unrelated
meteorite cause mysterious boom nicaragua,1917,unrelated
michael zehaf bibeau slay ottawa shooter criminal record quebec b c,1222,unrelated
hbo stream service could launch april num per month work apple tv,1660,unrelated
macaulay culkin victim another online death hoax,1174,agree
ottawa investigates report isi capture canadian israeli woman,573,unrelated
bug io num reset setting option also erase icloud drive document,906,unrelated
nicaragua ask u help investigate meteorite crater,524,unrelated
iraqi kurdish medium report case ebola among islamic state fighter mosul,220,unrelated
egalitarian lego instruction nums pretty cool real,451,unrelated
might rat infestation vogue,1494,unrelated
isi militant allegedly contract ebola,2078,unrelated
iraq denies lebanon capture abu bakr al baghdadi wife child,2042,unrelated
man chop penis girlfriend tell good bed,592,agree
elderly woman arrest kidnap neighbor cat make fur coat,1921,unrelated
texas city plumber truck end syrian war,1832,unrelated
pentagon isi seize material airdropped kurd,2509,discuss
predator drone reportedly spot isi hotbed syria airstrikes hit isi target,2129,discuss
isi leader dead,789,unrelated
sick kansa city man say ebola u plan new step fight virus,1349,unrelated
look like son pay parent mortgage christmas present,648,unrelated
steve job biopic eye seth rogen play apple co founder steve wozniak,1002,discuss
christian bale talk play steve job exclusive,2455,discuss
io num bug reportedly erase icloud drive document setting reset,2054,discuss
audio recording michael brown shoot reportedly surface,2287,discuss
isi get ebola,1974,discuss
report batmobile might steal detroit,1459,discuss
god woman priest die num minute claim,1521,disagree
islamic militant post video claim show behead u journalist,1336,discuss
texas plumber baffle truck end hand syrian rebel,565,unrelated
obama denounces jam foley execution today entire world appal,938,unrelated
seven high school girl get pregnant five day school trip parent outrage,499,unrelated
one gunman kill shoot parliament hill ottawa hunt shooter,0,unrelated
cbs detroit fan site scuttlebutt enough publish batmobile rumor,1807,unrelated
white house fence jumper actually make pretty far inside,843,discuss
surreal photo fisherman jaw drop catch likely people wonder real,1528,unrelated
meteorite make big crater nicaragua government say,1661,discuss
gill rosenberg canadian israeli woman fear kidnap isi say safe,1347,unrelated
conflict report allege capture canadian woman,1774,discuss
dhs gop rep claim isi member catch u border categorically false,2087,unrelated
isi leader abu bakr al baghdadi wife son detain lebanon,170,unrelated
u confirm death somalia terror group leader,1256,agree
isi seemingly behead american journalist james wright foley,1905,unrelated
bali spider burrow aussie chest,1321,disagree
royal trip alan titchmarsh find psychedelic mushroom queen garden buckingham palace,1374,unrelated
tiger wood sell private island num num million,858,unrelated
report apple happy battery life new smartwatch,1570,unrelated
boko haram leader denies ceasefire deal say num abducted girl marry,2156,unrelated
isi fighter get catch come across u mexican border,1905,unrelated
islamic state may fighter jet seize russian make migs,886,unrelated
james foley executioner say identified british rapper read james foley executioner say identified british rapper,1649,unrelated
nigeria boko haram agree ceasefire girl release,992,unrelated
pure evil islamic state beheads american journalist james wright foley,1120,unrelated
world oldest burger man claim keep mcdonald quarter pounder num year,628,discuss
everyone chill banksy arrest,2051,agree
american bombing sign death certificate miss u journalist james wright foley go unflinching death isi behead horrific video warn obama,1873,unrelated
seth rogen eye play apple steve wozniak christian bale steve job movie exclusive,2272,unrelated
mexican cartel leader kill self body grave miss student,2385,unrelated
macaulay culkin dead,1293,unrelated
cnn play allege audiotape michael brown shootingmilitarization police,640,unrelated
pentagon denies kill isi chief airstrikes hit top extremist,691,unrelated
boko haram release abduct schoolgirl part ceasefire agreement,2078,unrelated
net extra back dead catholic priest claim god female,344,unrelated
hilarious north dakota pay special tribute president obama,1599,unrelated
nigeria claim boko haram release kidnap schoolgirl,2520,unrelated
isi ebola probably medium report anyway,950,unrelated
fast christian bale bail steve job biopic,945,disagree
aborted baby boy,280,unrelated
vogue anna wintour piss new num world trade center office infest rat,367,unrelated
james wright foley kidnap journalist apparently execute isi,1569,unrelated
macaulay culkin victim another online death hoax,195,unrelated
ate ceiling pooped keyboard rat take vogue new world trade center office anna wintour longer want work,1019,unrelated
bunch people think banksy get arrest hoax,1349,unrelated
one taliban five bowe bergdahl swap allegedly return militancy,236,unrelated
beheads briton david cawthorne haines threaten execute another briton alan henning,1301,unrelated
kanye ban,2048,unrelated
u confirm death somalia terror group leader,2506,unrelated
one north korea allow share kim jong un name,2143,unrelated
source tom brokaw want brian williams fire,2338,unrelated
isi appear behead american photojournalist youtube video,938,unrelated
youngest martyr cub al baghdadi isi boast num year old fighter kill go battle father syria,2196,unrelated
cnn play allege record michael brown shoot,121,unrelated
batman v superman batmobile steal,1807,unrelated
pope francis turn make pet heaven comment,240,unrelated
christian bale talk play steve job sony next biopic,2211,disagree
new policy could reduce marijuana possession arrest,1022,unrelated
christmas cancel pumpkin spice condom goddamn hoax,608,unrelated
militant kill num iraqi soldier chlorine gas,1136,discuss
forty year ago lego write powerful letter parent gender work,22,unrelated
question raise nicaragua meteorite,731,unrelated
jihadi john unmasked former westminster university student arrest five year ago put terror watch list fly syria join isi two year later,1427,unrelated
kurd fear isi use chemical weapon kobani,1789,unrelated
isi blast scorpion bomb civilian area iraq mosul resident live fear,1808,unrelated
isi beheads kidnap photojournalist james wright foley horrific video message u,1873,unrelated
canadian israeli woman may capture syria report,1224,unrelated
truly horrify story spider,859,unrelated
hope fade girl release boko haram truce breach,955,disagree
cheese addiction break kim jong un ankle,2417,discuss
weaponize ebola isi militant say contract deadly virus,2003,discuss
isi beheads american journalist,744,unrelated
isi extremist claim behead british hostage david haines,1802,unrelated
turkish leader say u airdrop aid isi militant,2172,agree
australia num pound woman give birth num pound baby,40,unrelated
allege audio michael brown shoot sound good officer darren wilson,2345,discuss
scientist doubt meteor cause crater nicaragua,649,unrelated
urgent isi leader abu bakr al baghdadi allegedly kill u airstrikes,1631,unrelated
microsoft silicon valley campus guard daleks,1195,unrelated
nigeria say boko haram cease fire may lead release kidnap girl,821,unrelated
gill rosenberg canadian citizen reportedly capture isi syria,693,unrelated
nbc weatherman catch urinating wood live air,1926,disagree
catholic priest die num min wake claim god woman,2445,disagree
parent anger seven bosnian schoolgirl age num num fall pregnant class trip,208,unrelated
boko haram kidnap girl marry truce never happen,2139,agree
web confusion scientist cast doubt man claim spider burrow stomach scar,1375,unrelated
miss american journalist reportedly behead islamic state,2524,discuss
tropical spider burrow man skin scar video report,1210,unrelated
libya miss libya plane spark security concern,2010,discuss
see crater meteorite make nicaragua,1913,agree
kim jong un fat fracture ankle,2210,unrelated
nbc meteorologist mike seidel pee snow camera testy brian williams explains,258,unrelated
woman detain lebanon al baghdadi wife iraq say,72,unrelated
aaron sorkin confirm christian bale play steve job,687,unrelated
cnn audio moment michael brown shot,2235,discuss
audio recording michael brown shoot reportedly surface,2354,unrelated
begin hazmat wear passenger spot airport,1955,discuss
ferguson riot audio may capture michael brown shoot,721,discuss
james wright foley kidnap journalist apparently execute isi,539,unrelated
former british rapper reportedly investigation james foley behead,8,unrelated
num bosnian teens get pregnant school trip,1954,unrelated
miss jetliner raise fear new num num style attack libyan airport fall islamic militant,1699,unrelated
mexican investigator fear mass grave might hold num miss student,61,unrelated
boko haram claim german hostage denies ceasefire,2139,agree
apple may launch num inch macbook air retina display,649,unrelated
isi militant jihadi john identify young west londoner,1107,unrelated
categorically false dhs debunks right wing fiction isi attempt cross u mexico border,239,unrelated
nicaragua meteorite expert attempt understand whether mysterious meteorite fell pass pitbull asteroid,586,unrelated
nigeria say deal boko haram release kidnap girl,1430,discuss
dog find abandon outside railway station suitcase belonging,388,unrelated
accuse boston marathon bomber severely injured prison may never walk talk,1549,unrelated
small meteorite strike nicaragua capital city managua,1627,unrelated
pga tour denies claim tiger wood fail drug test,1339,agree
video son stun parent pay mortgage christmas surprise,651,unrelated
report fence jumper make east room white house,1137,unrelated
watch u marine save helmet shot taliban sniper,320,unrelated
num teen girl get pregnant school trip read http www wnd com num num num teen girl get pregnant school trip fnumfilodnumyfpaspvnum num,313,unrelated
fake chinese news site dupe washington post atlantic bbc,1789,disagree
senator detainee swap bergdahl contact militant,298,unrelated
gold apple watch edition price speculator say least num num,790,discuss
report isi fighter contract ebola incorrect say iraqi health ministry,1034,unrelated
amazon com open first physical store manhattan dj,2453,unrelated
james foley behead london rapper turn jihadist believe investigation murder journalist syria,591,unrelated
homeland security isil fighter u border,130,unrelated
evander kane way source price high,1406,unrelated
isi militant trick mother eating kidnap son,1938,unrelated
elon university ban term freshman despite rumor,655,disagree
dzhokhar tsarnaev beaten prison satirical site claim boston marathon bomb suspect blind paralyzed,2268,unrelated
apple watch pricing spend num gold edition num stainless steel,1458,discuss
christian bale steve job,1296,unrelated
macaulay culkin dead hoax fake death report spread social network,2523,unrelated
rat vogue nyc office watch step anna wintour,639,unrelated
banksy illustrate response charlie hebdo attack banksy striking,251,unrelated
american hostage kill rescue attempt yemen senior official,2318,discuss
update num men num woman tonight espn domestic violence panel,1364,unrelated
lady fb num intersex fuck michael phelps first date,60,unrelated
pentagon isi get u weapon package,2483,unrelated
kfc get occupational business license sell marijuana colorado restaurant kfc get occupational business license sell marijuana colorado restaurant,1802,unrelated
nigeria boko haram blame raid despite truce claim,2096,unrelated
meteorite strike nicaraguan capital create num foot deep crater,1573,disagree
iraqi kurdish medium report case ebola among islamic state fighter mosul,1004,unrelated
u official video show american execution,933,discuss
dog abandon railway station suitcase set happy end offer pour,2483,agree
comfort eat chinese woman num spends entire week kfc dump boyfriend,2175,unrelated
moment michael brown shot dead caught audio record fbi hand potentially damn tape eleven shot fire include final volley kill shot,2313,unrelated
small meteorite strike nicaragua government say,757,unrelated
isil beheads american photojournalist iraq,1012,unrelated
matt taibbi leave absence first look medium,225,unrelated
north korean dictator kim jong un open restaurant scotland,1806,unrelated
electric shock turn russian boy marvel magneto,1839,unrelated
use scorpion bomb terrify iraqi civilian,922,unrelated
small meteorite strike nicaragua government say,1948,unrelated
jordan king cite clint eastwood revenge vow,682,unrelated
isi claim u airdrop weapon,2115,unrelated
fear journalist james wright foley behead islamic state jihadist message united state,511,unrelated
tiger wood luxe viking island sweden sale,1802,unrelated
rumor isi leader death debunk,1180,unrelated
isi militant appear behead abducted american journalist james wright foley graphic video,2526,unrelated
priest die num minute say meet god woman,858,unrelated
jihadi john identity reveal mohammed emwazi live,503,unrelated
research medical center denies report patient ebola,1943,agree
hundred mourn death fidel castro rumour sweep twitter confuse recently depart fidel castro odinga nairobi,391,unrelated
nun give birth surprise baby complain stomach pain,1307,discuss
nigeria say ceasefire agree boko haram,1540,discuss
miss libyan jetliner raise fear terror attack num num,1312,agree
abdel majed abdel bary london rapper identify isi militant behead james foley,1478,unrelated
robot security guard patrol microsoft silicon valley campus,1735,unrelated
kim jong un hospital two fracture ankle balloon around num stone go numerous meet people walkabout pr stunt,2441,unrelated
woman spend week kfc get break,1805,unrelated
vice squad numm win light las vega,1834,agree
isi appear behead american photojournalist youtube video,2096,discuss
report boko haram may release schoolgirl part deal,992,unrelated
investigates medium report isi fighter contract ebola,938,discuss
isi syria news video show u airdropped weapon grenade capture islamic state,1026,unrelated
seth rogen report play woz upcoming steve job movie,1262,discuss
robert plant rip num million contract,1670,unrelated
white house fence jumper make building report,263,unrelated
miss mexican student find mass grave,702,agree
islamic state militant claim behead miss american journalist,2525,unrelated
iphone num really pull hair,1769,discuss
james foley american journalist james wright foley behead new isi video break news,2147,discuss
nasa six day total darkness december num hoax,787,unrelated
google grow num num billion california office deal,2463,unrelated
